row_id,image_id,question,answer,generated_answer
875,37777,Identify the general area where the potted plant is located in the picture.,The potted plant is located at the middleLeft of the image.,The potted plant is located at the middleCenter of the image.
876,37777,Identify the position of the dining table in the picture.,The dining table is located at the bottomCenter of the image.,The dining table is located at the bottomCenter of the image.
877,37777,Identify the general area where the potted plant is located in the picture and identify the position of the dining table in the picture.,The potted plant is located at the middleLeft and the dining table is located at the bottomCenter of the image.,The potted plant is located at the middleCenter and the dining table is located at the bottomCenter of the image.
878,37777,Identify the general area where the potted plant and the dining table are located in the picture.,The potted plant is located at the middleLeft and the dining table is located at the bottomCenter of the image.,The potted plant is located at the middleCenter and the dining table is located at the bottomCenter of the image.
879,37777,Elaborate on the general whereabouts of the dining table in the picture.,The dining table is located at the bottomCenter of the image.,The dining table is located at the bottomCenter of the image.
880,37777,Point out the location of the refrigerator.,The refrigerator is located at the middleRight of the image.,The refrigerator is located at the middleLeft of the image.
881,37777,Elaborate on the general whereabouts of the dining table in the picture and point out the location of the refrigerator.,The dining table is located at the bottomCenter and the refrigerator is located at the middleRight of the image.,The dining table is located at the bottomCenter and the refrigerator is located at the middleCenter of the image.
882,37777,Elaborate on the general whereabouts of the dining table and the refrigerator in the picture.,The dining table is located at the bottomCenter and the refrigerator is located at the middleRight of the image.,The dining table is located at the bottomCenter and the refrigerator is located at the middleCenter of the image.
883,37777,Tell me about the placement of the dining table in the image.,The dining table is located at the bottomCenter of the image.,The dining table is located at the bottomCenter of the image.
884,37777,Give me the whereabouts of the refrigerator in the picture.,The refrigerator is located at the middleRight of the image.,The refrigerator is located at the middleLeft of the image.
885,37777,Tell me about the placement of the dining table in the image and give me the whereabouts of the refrigerator in the picture.,The dining table is located at the bottomCenter and the refrigerator is located at the middleRight of the image.,The dining table is located at the bottomCenter and the refrigerator is located at the middleCenter of the image.
886,37777,Tell me about the placement of the dining table and the refrigerator in the image.,The dining table is located at the bottomCenter and the refrigerator is located at the middleRight of the image.,The dining table is located at the bottomCenter and the refrigerator is located at the middleCenter of the image.
887,37777,Where is the dining table located in the image?,The dining table is located at the bottomCenter of the image.,The dining table is located at the bottomCenter of the image.
888,37777,Locate the refrigerator in the image.,The refrigerator is located at the middleRight of the image.,The refrigerator is located at the middleLeft of the image.
889,37777,Where is the dining table located in the image and locate the refrigerator in the image.,The dining table is located at the bottomCenter and the refrigerator is located at the middleRight of the image.,The dining table is located at the bottomCenter and the refrigerator is located at the middleCenter of the image.
890,37777,Where are the dining table and the refrigerator located in the image?,The dining table is located at the bottomCenter and the refrigerator is located at the middleRight of the image.,The dining table is located at the bottomCenter and the refrigerator is located at the middleCenter of the image.
891,37777,What is the position of the refrigerator in the image?,The refrigerator is located at the middleRight of the image.,The refrigerator is located at the middleCenter of the image.
892,37777,Where can I find the banana in the image?,The banana is located at the bottomRight of the image.,The banana is located at the middleCenter of the image.
893,37777,What is the position of the refrigerator in the image and where can I find the banana in the image?,The refrigerator is located at the middleRight and the banana is located at the bottomRight of the image.,The refrigerator is located at the middleCenter and the banana is located at the middleCenter of the image.
894,37777,What are the position of the refrigerator and the banana in the image?,The refrigerator is located at the middleRight and the banana is located at the bottomRight of the image.,The refrigerator is located at the middleCenter and the banana is located at the middleCenter of the image.
895,37777,Can you tell me where the refrigerator is in the picture?,The refrigerator is located at the middleRight of the image.,The refrigerator is located at the middleCenter of the image.
896,37777,Tell me about the placement of the banana in the image.,The banana is located at the bottomRight of the image.,The banana is located at the middleLeft of the image.
897,37777,Can you tell me where the refrigerator is in the picture and tell me about the placement of the banana in the image.,The refrigerator is located at the middleRight and the banana is located at the bottomRight of the image.,The refrigerator is located at the middleLeft and the banana is located at the middleCenter of the image.
898,37777,Can you tell me where the refrigerator and the banana are in the picture?,The refrigerator is located at the middleRight and the banana is located at the bottomRight of the image.,The refrigerator is located at the middleCenter and the banana is located at the middleCenter of the image.
899,37777,Describe the location of the refrigerator in the image.,The refrigerator is located at the middleRight of the image.,The refrigerator is located at the middleCenter of the image.
900,37777,Specify the position of the banana in the image.,The banana is located at the bottomRight of the image.,The banana is located at the middleCenter of the image.
901,37777,Describe the location of the refrigerator in the image and specify the position of the banana in the image.,The refrigerator is located at the middleRight and the banana is located at the bottomRight of the image.,The refrigerator is located at the middleCenter and the banana is located at the middleCenter of the image.
902,37777,Describe the location of the refrigerator and the banana in the image.,The refrigerator is located at the middleRight and the banana is located at the bottomRight of the image.,The refrigerator is located at the middleCenter and the banana is located at the middleCenter of the image.
903,37777,Locate the banana in the image.,The banana is located at the bottomRight of the image.,The banana is located at the middleCenter of the image.
904,37777,In which part of the image is the oven situated?,The oven is located at the bottomCenter of the image.,The oven is located at the middleCenter of the image.
905,37777,Locate the banana in the image and in which part of the image is the oven situated?,The banana is located at the bottomRight and the oven is located at the bottomCenter of the image.,The banana is located at the middleCenter and the oven is located at the middleCenter of the image.
906,37777,Locate the banana and the oven in the image.,The banana is located at the bottomRight and the oven is located at the bottomCenter of the image.,The banana is located at the middleCenter and the oven is located at the middleCenter of the image.
907,37777,Identify the position of the banana in the picture.,The banana is located at the bottomRight of the image.,The banana is located at the middleCenter of the image.
908,37777,Describe where the oven is placed in the picture.,The oven is located at the bottomCenter of the image.,The oven is located at the middleCenter of the image.
909,37777,Identify the position of the banana in the picture and describe where the oven is placed in the picture.,The banana is located at the bottomRight and the oven is located at the bottomCenter of the image.,The banana is located at the middleCenter and the oven is located at the middleCenter of the image.
910,37777,Identify the position of the banana and the oven in the picture.,The banana is located at the bottomRight and the oven is located at the bottomCenter of the image.,The banana is located at the middleCenter and the oven is located at the middleCenter of the image.
911,37777,Where can I find the banana in the image?,The banana is located at the bottomRight of the image.,The banana is located at the middleCenter of the image.
912,37777,Indicate the position of the oven in the picture.,The oven is located at the bottomCenter of the image.,The oven is located at the middleCenter of the image.
913,37777,Where can I find the banana in the image and indicate the position of the oven in the picture.,The banana is located at the bottomRight and the oven is located at the bottomCenter of the image.,The banana is located at the middleCenter and the oven is located at the middleCenter of the image.
914,37777,Where can I find the banana and the oven in the image?,The banana is located at the bottomRight and the oven is located at the bottomCenter of the image.,The banana is located at the middleCenter and the oven is located at the middleCenter of the image.
915,37777,Point out the location of the oven.,The oven is located at the bottomCenter of the image.,The oven is located at the middleCenter of the image.
916,37777,Where is the sink located in the image?,The sink is located at the middleRight of the image.,The sink is located at the middleCenter of the image.
917,37777,Point out the location of the oven and where is the sink located in the image?,The oven is located at the bottomCenter and the sink is located at the middleRight of the image.,The oven is located at the middleCenter and the sink is located at the middleCenter of the image.
918,37777,Point out the location of the oven and the sink.,The oven is located at the bottomCenter and the sink is located at the middleRight of the image.,The oven is located at the middleCenter and the sink is located at the middleCenter of the image.
919,37777,Tell me about the placement of the oven in the image.,The oven is located at the bottomCenter of the image.,The oven is located at the middleCenter of the image.
920,37777,Can you tell me where the sink is in the picture?,The sink is located at the middleRight of the image.,The sink is located at the middleCenter of the image.
921,37777,Tell me about the placement of the oven in the image and can you tell me where the sink is in the picture?,The oven is located at the bottomCenter and the sink is located at the middleRight of the image.,The oven is located at the middleCenter and the sink is located at the middleCenter of the image.
922,37777,Tell me about the placement of the oven and the sink in the image.,The oven is located at the bottomCenter and the sink is located at the middleRight of the image.,The oven is located at the middleCenter and the sink is located at the middleCenter of the image.
923,37777,Give me the whereabouts of the oven in the picture.,The oven is located at the bottomCenter of the image.,The oven is located at the middleCenter of the image.
924,37777,Locate the sink in the image.,The sink is located at the middleRight of the image.,The sink is located at the middleCenter of the image.
925,37777,Give me the whereabouts of the oven in the picture and locate the sink in the image.,The oven is located at the bottomCenter and the sink is located at the middleRight of the image.,The oven is located at the middleCenter and the sink is located at the middleCenter of the image.
926,37777,Give me the whereabouts of the oven and the sink in the picture.,The oven is located at the bottomCenter and the sink is located at the middleRight of the image.,The oven is located at the middleCenter and the sink is located at the middleCenter of the image.
927,529568,Specify the position of the potted plant in the image.,The potted plant is located at the bottomLeft of the image.,The potted plant is located at the middleLeft of the image.
928,529568,Where can I find the dining table in the image?,The dining table is located at the bottomLeft of the image.,The dining table is located at the bottomLeft of the image.
929,529568,Specify the position of the potted plant in the image and where can I find the dining table in the image?,The potted plant is located at the bottomLeft and the dining table is located at the bottomLeft of the image.,The potted plant is located at the middleLeft and the dining table is located at the bottomLeft of the image.
930,529568,Specify the position of the potted plant and the dining table in the image.,The potted plant is located at the bottomLeft and the dining table is located at the bottomLeft of the image.,The potted plant is located at the middleLeft and the dining table is located at the bottomLeft of the image.
931,529568,Elaborate on the whereabouts of the potted plant in the picture.,The potted plant is located at the bottomLeft of the image.,The potted plant is located at the middleLeft of the image.
932,529568,Tell me about the placement of the dining table in the image.,The dining table is located at the bottomLeft of the image.,The dining table is located at the bottomLeft of the image.
933,529568,Elaborate on the whereabouts of the potted plant in the picture and tell me about the placement of the dining table in the image.,The potted plant is located at the bottomLeft and the dining table is located at the bottomLeft of the image.,The potted plant is located at the middleLeft and the dining table is located at the bottomLeft of the image.
934,529568,Elaborate on the whereabouts of the potted plant and the dining table in the picture.,The potted plant is located at the bottomLeft and the dining table is located at the bottomLeft of the image.,The potted plant is located at the middleLeft and the dining table is located at the bottomLeft of the image.
935,529568,In which part of the image is the potted plant situated?,The potted plant is located at the bottomLeft of the image.,The potted plant is located at the middleLeft of the image.
936,529568,Specify the position of the dining table in the image.,The dining table is located at the bottomLeft of the image.,The dining table is located at the bottomCenter of the image.
937,529568,In which part of the image is the potted plant situated and specify the position of the dining table in the image.,The potted plant is located at the bottomLeft and the dining table is located at the bottomLeft of the image.,The potted plant is located at the middleRight and the dining table is located at the bottomLeft of the image.
938,529568,In which part of the image are the potted plant and the dining table situated?,The potted plant is located at the bottomLeft and the dining table is located at the bottomLeft of the image.,The potted plant is located at the middleLeft and the dining table is located at the bottomLeft of the image.
939,529568,Pinpoint the location of the dining table in the image.,The dining table is located at the bottomLeft of the image.,The dining table is located at the bottomCenter of the image.
940,529568,In which part of the image is the oven situated?,The oven is located at the bottomCenter of the image.,The oven is located at the middleLeft of the image.
941,529568,Pinpoint the location of the dining table in the image and in which part of the image is the oven situated?,The dining table is located at the bottomLeft and the oven is located at the bottomCenter of the image.,The dining table is located at the bottomCenter and the oven is located at the middleCenter of the image.
942,529568,Pinpoint the location of the dining table and the oven in the image.,The dining table is located at the bottomLeft and the oven is located at the bottomCenter of the image.,The dining table is located at the bottomCenter and the oven is located at the middleCenter of the image.
943,529568,Describe where the dining table is placed in the picture.,The dining table is located at the bottomLeft of the image.,The dining table is located at the bottomLeft of the image.
944,529568,Point out the location of the oven.,The oven is located at the bottomCenter of the image.,The oven is located at the middleCenter of the image.
945,529568,Describe where the dining table is placed in the picture and point out the location of the oven.,The dining table is located at the bottomLeft and the oven is located at the bottomCenter of the image.,The dining table is located at the bottomLeft and the oven is located at the middleCenter of the image.
946,529568,Describe where the dining table and the oven are placed in the picture.,The dining table is located at the bottomLeft and the oven is located at the bottomCenter of the image.,The dining table is located at the bottomLeft and the oven is located at the middleCenter of the image.
947,529568,Locate the the dining table within the image.,The dining table is located at the bottomLeft of the image.,The dining table is located at the bottomCenter of the image.
948,529568,Give me the whereabouts of the oven in the picture.,The oven is located at the bottomCenter of the image.,The oven is located at the middleCenter of the image.
949,529568,Locate the the dining table within the image and give me the whereabouts of the oven in the picture.,The dining table is located at the bottomLeft and the oven is located at the bottomCenter of the image.,The dining table is located at the bottomCenter and the oven is located at the middleCenter of the image.
950,529568,Locate the the dining table and the oven within the image.,The dining table is located at the bottomLeft and the oven is located at the bottomCenter of the image.,The dining table is located at the bottomLeft and the oven is located at the middleCenter of the image.
951,529568,Indicate the position of the oven in the picture.,The oven is located at the bottomCenter of the image.,The oven is located at the middleCenter of the image.
952,529568,Elaborate on the whereabouts of the sink in the picture.,The sink is located at the bottomRight of the image.,The sink is located at the middleCenter of the image.
953,529568,Indicate the position of the oven in the picture and elaborate on the whereabouts of the sink in the picture.,The oven is located at the bottomCenter and the sink is located at the bottomRight of the image.,The oven is located at the middleCenter and the sink is located at the middleCenter of the image.
954,529568,Indicate the position of the oven and the sink in the picture.,The oven is located at the bottomCenter and the sink is located at the bottomRight of the image.,The oven is located at the middleCenter and the sink is located at the middleCenter of the image.
955,529568,Describe the spatial location of the oven in the image.,The oven is located at the bottomCenter of the image.,The oven is located at the middleCenter of the image.
956,529568,Pinpoint the location of the sink in the image.,The sink is located at the bottomRight of the image.,The sink is located at the middleCenter of the image.
957,529568,Describe the spatial location of the oven in the image and pinpoint the location of the sink in the image.,The oven is located at the bottomCenter and the sink is located at the bottomRight of the image.,The oven is located at the middleLeft and the sink is located at the middleCenter of the image.
958,529568,Describe the spatial location of the oven and the sink in the image.,The oven is located at the bottomCenter and the sink is located at the bottomRight of the image.,The oven is located at the middleCenter and the sink is located at the middleCenter of the image.
959,529568,Identify the location of the oven in the picture.,The oven is located at the bottomCenter of the image.,The oven is located at the middleCenter of the image.
960,529568,Locate the sink in the image.,The sink is located at the bottomRight of the image.,The sink is located at the middleCenter of the image.
961,529568,Identify the location of the oven in the picture and locate the sink in the image.,The oven is located at the bottomCenter and the sink is located at the bottomRight of the image.,The oven is located at the middleCenter and the sink is located at the middleCenter of the image.
962,529568,Identify the location of the oven and the sink in the picture.,The oven is located at the bottomCenter and the sink is located at the bottomRight of the image.,The oven is located at the middleCenter and the sink is located at the middleCenter of the image.
963,42276,Specify the exact position of the potted plant in the image.,The potted plant is located at the topCenter of the image.,The potted plant is located at the topRight of the image.
964,42276,Where can I find the toilet in the image?,The toilet is located at the topLeft of the image.,The toilet is located at the middleRight of the image.
965,42276,Specify the exact position of the potted plant in the image and where can I find the toilet in the image?,The potted plant is located at the topCenter and the toilet is located at the topLeft of the image.,The potted plant is located at the topRight and the toilet is located at the middleRight of the image.
966,42276,Specify the exact position of the potted plant and the toilet in the image.,The potted plant is located at the topCenter and the toilet is located at the topLeft of the image.,The potted plant is located at the topRight and the toilet is located at the middleLeft of the image.
967,42276,Tell me about the spatial position of the potted plant in the picture.,The potted plant is located at the topCenter of the image.,The potted plant is located at the topRight of the image.
968,42276,Tell me about the placement of the toilet in the image.,The toilet is located at the topLeft of the image.,The toilet is located at the middleRight of the image.
969,42276,Tell me about the spatial position of the potted plant in the picture and tell me about the placement of the toilet in the image.,The potted plant is located at the topCenter and the toilet is located at the topLeft of the image.,The potted plant is located at the topRight and the toilet is located at the middleRight of the image.
970,42276,Tell me about the spatial position of the potted plant and the toilet in the picture.,The potted plant is located at the topCenter and the toilet is located at the topLeft of the image.,The potted plant is located at the topRight and the toilet is located at the middleRight of the image.
971,42276,What quadrant is the potted plant in the image?,The potted plant is located at the topCenter of the image.,The potted plant is located at the topRight of the image.
972,42276,Describe the location of the toilet in the image.,The toilet is located at the topLeft of the image.,The toilet is located at the middleRight of the image.
973,42276,What quadrant is the potted plant in the image and describe the location of the toilet in the image.,The potted plant is located at the topCenter and the toilet is located at the topLeft of the image.,The potted plant is located at the topRight and the toilet is located at the middleLeft of the image.
974,42276,What quadrant are the potted plant and the toilet in the image?,The potted plant is located at the topCenter and the toilet is located at the topLeft of the image.,The potted plant is located at the topRight and the toilet is located at the middleRight of the image.
975,370818,Which area of the image is the potted plant located in?,The potted plant is located at the middleLeft of the image.,The potted plant is located at the middleLeft of the image.
976,370818,Identify the position of the toilet in the picture.,The toilet is located at the bottomLeft of the image.,The toilet is located at the bottomLeft of the image.
977,370818,Which area of the image is the potted plant located in and identify the position of the toilet in the picture.,The potted plant is located at the middleLeft and the toilet is located at the bottomLeft of the image.,The potted plant is located at the middleLeft and the toilet is located at the middleLeft of the image.
978,370818,Which area of the image are the potted plant and the toilet located in?,The potted plant is located at the middleLeft and the toilet is located at the bottomLeft of the image.,The potted plant is located at the middleLeft and the toilet is located at the middleLeft of the image.
979,370818,Tell me the spot where the potted plant is placed in the picture.,The potted plant is located at the middleLeft of the image.,The potted plant is located at the middleLeft of the image.
980,370818,Point out the location of the toilet.,The toilet is located at the bottomLeft of the image.,The toilet is located at the bottomLeft of the image.
981,370818,Tell me the spot where the potted plant is placed in the picture and point out the location of the toilet.,The potted plant is located at the middleLeft and the toilet is located at the bottomLeft of the image.,The potted plant is located at the middleLeft and the toilet is located at the middleLeft of the image.
982,370818,Tell me the spot where the potted plant and the toilet are placed in the picture.,The potted plant is located at the middleLeft and the toilet is located at the bottomLeft of the image.,The potted plant is located at the middleLeft and the toilet is located at the middleLeft of the image.
983,370818,Provide information about the location of the potted plant in the image.,The potted plant is located at the middleLeft of the image.,The potted plant is located at the middleLeft of the image.
984,370818,Give me the whereabouts of the toilet in the picture.,The toilet is located at the bottomLeft of the image.,The toilet is located at the bottomLeft of the image.
985,370818,Provide information about the location of the potted plant in the image and give me the whereabouts of the toilet in the picture.,The potted plant is located at the middleLeft and the toilet is located at the bottomLeft of the image.,The potted plant is located at the middleLeft and the toilet is located at the middleCenter of the image.
986,370818,Provide information about the location of the potted plant and the toilet in the image.,The potted plant is located at the middleLeft and the toilet is located at the bottomLeft of the image.,The potted plant is located at the middleLeft and the toilet is located at the middleLeft of the image.
987,370818,Identify the general area where the toilet is located in the picture.,The toilet is located at the bottomLeft of the image.,The toilet is located at the bottomLeft of the image.
988,370818,Elaborate on the whereabouts of the sink in the picture.,The sink is located at the bottomRight of the image.,The sink is located at the bottomLeft of the image.
989,370818,Identify the general area where the toilet is located in the picture and elaborate on the whereabouts of the sink in the picture.,The toilet is located at the bottomLeft and the sink is located at the bottomRight of the image.,The toilet is located at the bottomLeft and the sink is located at the middleLeft of the image.
990,370818,Identify the general area where the toilet and the sink are located in the picture.,The toilet is located at the bottomLeft and the sink is located at the bottomRight of the image.,The toilet is located at the bottomLeft and the sink is located at the bottomLeft of the image.
991,370818,Elaborate on the general whereabouts of the toilet in the picture.,The toilet is located at the bottomLeft of the image.,The toilet is located at the bottomLeft of the image.
992,370818,Pinpoint the location of the sink in the image.,The sink is located at the bottomRight of the image.,The sink is located at the bottomLeft of the image.
993,370818,Elaborate on the general whereabouts of the toilet in the picture and pinpoint the location of the sink in the image.,The toilet is located at the bottomLeft and the sink is located at the bottomRight of the image.,The toilet is located at the middleLeft and the sink is located at the middleLeft of the image.
994,370818,Elaborate on the general whereabouts of the toilet and the sink in the picture.,The toilet is located at the bottomLeft and the sink is located at the bottomRight of the image.,The toilet is located at the bottomLeft and the sink is located at the bottomLeft of the image.
995,370818,Tell me about the placement of the toilet in the image.,The toilet is located at the bottomLeft of the image.,The toilet is located at the bottomLeft of the image.
996,370818,Locate the the sink within the image.,The sink is located at the bottomRight of the image.,The sink is located at the bottomLeft of the image.
997,370818,Tell me about the placement of the toilet in the image and locate the the sink within the image.,The toilet is located at the bottomLeft and the sink is located at the bottomRight of the image.,The toilet is located at the bottomLeft and the sink is located at the bottomLeft of the image.
998,370818,Tell me about the placement of the toilet and the sink in the image.,The toilet is located at the bottomLeft and the sink is located at the bottomRight of the image.,The toilet is located at the bottomLeft and the sink is located at the bottomLeft of the image.
999,68833,Where is the tv located in the image?,The tv is located at the middleLeft of the image.,The tv is located at the middleLeft of the image.
1000,68833,Specify the position of the chair in the image.,The chair is located at the bottomRight of the image.,The chair is located at the bottomRight of the image.
1001,68833,Where is the tv located in the image and specify the position of the chair in the image.,The tv is located at the middleLeft and the chair is located at the bottomRight of the image.,The tv is located at the middleRight and the chair is located at the bottomRight of the image.
1002,68833,Where are the tv and the chair located in the image?,The tv is located at the middleLeft and the chair is located at the bottomRight of the image.,The tv is located at the middleLeft and the chair is located at the bottomCenter of the image.
1003,68833,What is the position of the tv in the image?,The tv is located at the middleLeft of the image.,The tv is located at the middleRight of the image.
1004,68833,What is the position of the chair in the image?,The chair is located at the bottomRight of the image.,The chair is located at the bottomLeft of the image.
1005,68833,What is the position of the tv in the image and what is the position of the chair in the image?,The tv is located at the middleLeft and the chair is located at the bottomRight of the image.,The tv is located at the middleRight and the chair is located at the bottomCenter of the image.
1006,68833,What are the position of the tv and the chair in the image?,The tv is located at the middleLeft and the chair is located at the bottomRight of the image.,The tv is located at the middleRight and the chair is located at the bottomLeft of the image.
1007,68833,Can you tell me where the tv is in the picture?,The tv is located at the middleLeft of the image.,The tv is located at the middleRight of the image.
1008,68833,Describe the location of the chair in the image.,The chair is located at the bottomRight of the image.,The chair is located at the bottomLeft of the image.
1009,68833,Can you tell me where the tv is in the picture and describe the location of the chair in the image.,The tv is located at the middleLeft and the chair is located at the bottomRight of the image.,The tv is located at the middleRight and the chair is located at the bottomCenter of the image.
1010,68833,Can you tell me where the tv and the chair are in the picture?,The tv is located at the middleLeft and the chair is located at the bottomRight of the image.,The tv is located at the middleRight and the chair is located at the bottomCenter of the image.
1011,68833,Describe the location of the chair in the image.,The chair is located at the bottomRight of the image.,The chair is located at the bottomLeft of the image.
1012,68833,Identify the position of the refrigerator in the picture.,The refrigerator is located at the middleLeft of the image.,The refrigerator is located at the middleLeft of the image.
1013,68833,Describe the location of the chair in the image and identify the position of the refrigerator in the picture.,The chair is located at the bottomRight and the refrigerator is located at the middleLeft of the image.,The chair is located at the bottomLeft and the refrigerator is located at the middleRight of the image.
1014,68833,Describe the location of the chair and the refrigerator in the image.,The chair is located at the bottomRight and the refrigerator is located at the middleLeft of the image.,The chair is located at the bottomRight and the refrigerator is located at the middleRight of the image.
1015,68833,Locate the chair in the image.,The chair is located at the bottomRight of the image.,The chair is located at the bottomLeft of the image.
1016,68833,Point out the location of the refrigerator.,The refrigerator is located at the middleLeft of the image.,The refrigerator is located at the middleRight of the image.
1017,68833,Locate the chair in the image and point out the location of the refrigerator.,The chair is located at the bottomRight and the refrigerator is located at the middleLeft of the image.,The chair is located at the bottomRight and the refrigerator is located at the middleRight of the image.
1018,68833,Locate the chair and the refrigerator in the image.,The chair is located at the bottomRight and the refrigerator is located at the middleLeft of the image.,The chair is located at the bottomLeft and the refrigerator is located at the middleLeft of the image.
1019,68833,Identify the position of the chair in the picture.,The chair is located at the bottomRight of the image.,The chair is located at the bottomLeft of the image.
1020,68833,Give me the whereabouts of the refrigerator in the picture.,The refrigerator is located at the middleLeft of the image.,The refrigerator is located at the middleRight of the image.
1021,68833,Identify the position of the chair in the picture and give me the whereabouts of the refrigerator in the picture.,The chair is located at the bottomRight and the refrigerator is located at the middleLeft of the image.,The chair is located at the bottomLeft and the refrigerator is located at the middleRight of the image.
1022,68833,Identify the position of the chair and the refrigerator in the picture.,The chair is located at the bottomRight and the refrigerator is located at the middleLeft of the image.,The chair is located at the bottomRight and the refrigerator is located at the middleRight of the image.
1023,68833,Where can I find the refrigerator in the image?,The refrigerator is located at the middleLeft of the image.,The refrigerator is located at the middleLeft of the image.
1024,68833,Elaborate on the whereabouts of the clock in the picture.,The clock is located at the topRight of the image.,The clock is located at the topRight of the image.
1025,68833,Where can I find the refrigerator in the image and elaborate on the whereabouts of the clock in the picture.,The refrigerator is located at the middleLeft and the clock is located at the topRight of the image.,The refrigerator is located at the middleLeft and the clock is located at the topRight of the image.
1026,68833,Where can I find the refrigerator and the clock in the image?,The refrigerator is located at the middleLeft and the clock is located at the topRight of the image.,The refrigerator is located at the middleLeft and the clock is located at the topRight of the image.
1027,68833,Point out the location of the refrigerator.,The refrigerator is located at the middleLeft of the image.,The refrigerator is located at the middleRight of the image.
1028,68833,Where can I find the clock in the image?,The clock is located at the topRight of the image.,The clock is located at the topRight of the image.
1029,68833,Point out the location of the refrigerator and where can I find the clock in the image?,The refrigerator is located at the middleLeft and the clock is located at the topRight of the image.,The refrigerator is located at the middleLeft and the clock is located at the topRight of the image.
1030,68833,Point out the location of the refrigerator and the clock.,The refrigerator is located at the middleLeft and the clock is located at the topRight of the image.,The refrigerator is located at the middleLeft and the clock is located at the topRight of the image.
1031,68833,Tell me about the placement of the refrigerator in the image.,The refrigerator is located at the middleLeft of the image.,The refrigerator is located at the middleRight of the image.
1032,68833,Tell me about the placement of the clock in the image.,The clock is located at the topRight of the image.,The clock is located at the topRight of the image.
1033,68833,Tell me about the placement of the refrigerator in the image and tell me about the placement of the clock in the image.,The refrigerator is located at the middleLeft and the clock is located at the topRight of the image.,The refrigerator is located at the middleRight and the clock is located at the topRight of the image.
1034,68833,Tell me about the placement of the refrigerator and the clock in the image.,The refrigerator is located at the middleLeft and the clock is located at the topRight of the image.,The refrigerator is located at the middleRight and the clock is located at the topRight of the image.
1035,68833,Give me the whereabouts of the clock in the picture.,The clock is located at the topRight of the image.,The clock is located at the topRight of the image.
1036,68833,Specify the position of the microwave in the image.,The microwave is located at the middleRight of the image.,The microwave is located at the middleLeft of the image.
1037,68833,Give me the whereabouts of the clock in the picture and specify the position of the microwave in the image.,The clock is located at the topRight and the microwave is located at the middleRight of the image.,The clock is located at the topRight and the microwave is located at the middleRight of the image.
1038,68833,Give me the whereabouts of the clock and the microwave in the picture.,The clock is located at the topRight and the microwave is located at the middleRight of the image.,The clock is located at the topRight and the microwave is located at the middleRight of the image.
1039,68833,Specify the position of the clock in the image.,The clock is located at the topRight of the image.,The clock is located at the topRight of the image.
1040,68833,In which part of the image is the microwave situated?,The microwave is located at the middleRight of the image.,The microwave is located at the middleCenter of the image.
1041,68833,Specify the position of the clock in the image and in which part of the image is the microwave situated?,The clock is located at the topRight and the microwave is located at the middleRight of the image.,The clock is located at the topRight and the microwave is located at the middleRight of the image.
1042,68833,Specify the position of the clock and the microwave in the image.,The clock is located at the topRight and the microwave is located at the middleRight of the image.,The clock is located at the topRight and the microwave is located at the middleLeft of the image.
1043,68833,Elaborate on the whereabouts of the clock in the picture.,The clock is located at the topRight of the image.,The clock is located at the topRight of the image.
1044,68833,Describe where the microwave is placed in the picture.,The microwave is located at the middleRight of the image.,The microwave is located at the middleLeft of the image.
1045,68833,Elaborate on the whereabouts of the clock in the picture and describe where the microwave is placed in the picture.,The clock is located at the topRight and the microwave is located at the middleRight of the image.,The clock is located at the topRight and the microwave is located at the middleRight of the image.
1046,68833,Elaborate on the whereabouts of the clock and the microwave in the picture.,The clock is located at the topRight and the microwave is located at the middleRight of the image.,The clock is located at the topRight and the microwave is located at the middleLeft of the image.
1047,68833,In which part of the image is the microwave situated?,The microwave is located at the middleRight of the image.,The microwave is located at the middleCenter of the image.
1048,68833,Identify the position of the sink in the picture.,The sink is located at the middleRight of the image.,The sink is located at the middleLeft of the image.
1049,68833,In which part of the image is the microwave situated and identify the position of the sink in the picture.,The microwave is located at the middleRight and the sink is located at the middleRight of the image.,The microwave is located at the middleCenter and the sink is located at the middleCenter of the image.
1050,68833,In which part of the image are the microwave and the sink situated?,The microwave is located at the middleRight and the sink is located at the middleRight of the image.,The microwave is located at the middleLeft and the sink is located at the middleCenter of the image.
1051,68833,Pinpoint the location of the microwave in the image.,The microwave is located at the middleRight of the image.,The microwave is located at the middleRight of the image.
1052,68833,Point out the location of the sink.,The sink is located at the middleRight of the image.,The sink is located at the middleLeft of the image.
1053,68833,Pinpoint the location of the microwave in the image and point out the location of the sink.,The microwave is located at the middleRight and the sink is located at the middleRight of the image.,The microwave is located at the middleRight and the sink is located at the middleCenter of the image.
1054,68833,Pinpoint the location of the microwave and the sink in the image.,The microwave is located at the middleRight and the sink is located at the middleRight of the image.,The microwave is located at the middleRight and the sink is located at the middleLeft of the image.
1055,68833,Describe where the microwave is placed in the picture.,The microwave is located at the middleRight of the image.,The microwave is located at the middleLeft of the image.
1056,68833,Can you tell me where the sink is in the picture?,The sink is located at the middleRight of the image.,The sink is located at the middleCenter of the image.
1057,68833,Describe where the microwave is placed in the picture and can you tell me where the sink is in the picture?,The microwave is located at the middleRight and the sink is located at the middleRight of the image.,The microwave is located at the middleLeft and the sink is located at the middleLeft of the image.
1058,68833,Describe where the microwave and the sink are placed in the picture.,The microwave is located at the middleRight and the sink is located at the middleRight of the image.,The microwave is located at the middleRight and the sink is located at the middleLeft of the image.
