row_id,image_id,positionName,categoryName,predictedPosition
1153,472623,bottomRight,bicycle,middleRight
1154,289343,middleCenter,bicycle,middleCenter
1155,10363,topRight,bicycle,topCenter
1156,492937,middleCenter,bicycle,middleCenter
1157,380706,topLeft,traffic light,topLeft
1158,295809,topRight,fire hydrant,topLeft
1159,560474,topRight,umbrella,topRight
1160,91615,middleLeft,bottle,middleRight
1161,96001,topLeft,bowl,topLeft
1162,397133,bottomLeft,carrot,middleLeft
1163,462614,bottomRight,chair,bottomRight
1164,481386,topLeft,potted plant,topLeft
1165,52996,bottomLeft,dining table,bottomCenter
1166,3156,bottomRight,toilet,bottomRight
1167,547816,bottomLeft,sink,bottomLeft
1168,397133,middleRight,sink,middleLeft
1169,480944,middleLeft,stop sign,middleCenter
1170,226984,topRight,cup,middleLeft
1171,229311,middleCenter,cup,middleLeft
1172,580294,middleCenter,cup,middleLeft
1173,84241,bottomRight,sandwich,middleLeft
1174,17899,middleCenter,hot dog,middleRight
1175,523175,middleCenter,dining table,middleRight
1176,438774,bottomRight,dining table,bottomRight
1177,93437,bottomRight,dining table,bottomRight
1178,91615,topRight,microwave,topRight
1179,465129,bottomLeft,microwave,middleLeft
1180,419974,middleLeft,oven,middleRight
1181,445658,bottomCenter,oven,middleCenter
1182,101762,middleRight,cat,middleRight
1183,482917,middleLeft,dog,middleCenter
1184,88951,bottomCenter,dog,bottomCenter
1185,60835,middleCenter,dog,middleCenter
1186,261161,middleRight,dog,middleCenter
1187,267300,middleCenter,dog,middleCenter
1188,169076,bottomCenter,dog,bottomCenter
1189,546829,middleCenter,dog,middleCenter
1190,224200,middleLeft,dog,middleLeft
1191,205834,middleCenter,dog,middleCenter
1192,225184,middleCenter,dog,middleCenter
1193,452891,middleCenter,dog,middleCenter
1194,76417,middleCenter,dog,middleCenter
1195,291664,middleCenter,dog,middleRight
1196,29393,middleCenter,dog,middleCenter
1197,377575,middleCenter,dog,middleCenter
1198,437514,middleRight,potted plant,bottomRight
1199,77396,topCenter,tv,topCenter
1200,131138,middleCenter,tv,middleCenter
1201,342367,middleCenter,tv,middleCenter
1202,482917,topCenter,tv,topCenter
1203,560312,middleRight,tv,middleRight
1204,239041,middleCenter,tv,middleCenter
1205,194832,topCenter,tv,topCenter
1206,41872,topRight,tv,topRight
1207,457078,middleLeft,tv,middleLeft
1208,169076,topLeft,tv,topCenter
1209,205514,middleCenter,tv,topCenter
1210,509260,bottomLeft,tv,bottomLeft
1211,360951,topCenter,tv,topCenter
1212,491497,middleLeft,tv,middleLeft
1213,187249,middleCenter,tv,middleCenter
1214,226171,topCenter,tv,topCenter
1215,46378,middleCenter,bird,bottomCenter
1216,577182,middleCenter,bird,middleCenter
1217,289393,bottomRight,bird,bottomRight
1218,197870,bottomLeft,bird,middleLeft
1219,163155,middleCenter,cat,bottomCenter
1220,46378,middleCenter,cat,middleCenter
1221,360943,middleCenter,cat,middleCenter
1222,255965,middleCenter,cat,middleCenter
1223,80666,middleCenter,cat,middleCenter
1224,277584,middleCenter,cat,middleCenter
1225,213445,middleCenter,cat,middleCenter
1226,118515,middleCenter,cat,middleCenter
1227,456292,middleCenter,cat,middleCenter
1228,466339,bottomLeft,cat,bottomLeft
1229,279145,bottomLeft,cat,bottomCenter
1230,320554,middleCenter,cat,middleCenter
1231,158548,middleLeft,sheep,middleCenter
1232,238039,bottomCenter,sheep,bottomCenter
1233,46804,middleCenter,sheep,middleCenter
1234,278353,middleCenter,sheep,middleCenter
1235,176606,middleCenter,sheep,middleCenter
1236,545958,bottomRight,cow,bottomRight
1237,226171,middleCenter,bottle,middleLeft
1238,456292,bottomRight,bottle,bottomCenter
1239,187249,middleRight,bottle,topRight
1240,26564,bottomRight,bottle,middleRight
1241,472678,bottomLeft,bottle,middleLeft
1242,190236,middleCenter,chair,middleLeft
1243,491497,bottomRight,chair,bottomRight
1244,275749,bottomCenter,chair,bottomCenter
1245,366884,middleRight,chair,middleCenter
1246,363840,bottomRight,chair,middleLeft
1247,472678,bottomRight,chair,bottomRight
1248,457078,bottomCenter,chair,bottomCenter
1249,77396,bottomRight,dining table,bottomRight
1250,341058,bottomRight,dining table,bottomRight
1251,214720,bottomCenter,dining table,bottomCenter
1252,63740,topCenter,tv,topRight
1253,388258,middleCenter,bicycle,middleCenter
1254,432553,topLeft,bicycle,topCenter
1255,193926,topRight,bicycle,topRight
1256,429109,middleRight,bicycle,bottomCenter
1257,319607,bottomCenter,bicycle,bottomLeft
1258,306136,bottomLeft,bicycle,bottomLeft
1259,13177,topCenter,bicycle,topCenter
1260,27768,bottomRight,car,bottomRight
1261,147740,bottomLeft,car,bottomLeft
1262,468124,middleLeft,car,middleLeft
1263,230008,middleRight,car,middleRight
1264,76417,middleCenter,car,middleRight
1265,520009,bottomLeft,car,bottomLeft
1266,446651,middleLeft,car,middleLeft
1267,463037,middleRight,car,middleRight
1268,136715,middleRight,car,middleLeft
1269,176606,middleLeft,car,topLeft
1270,211674,middleLeft,car,middleRight
1271,568290,middleRight,car,middleRight
1272,134886,bottomRight,car,bottomRight
1273,293245,middleCenter,motorcycle,middleCenter
1274,165518,middleCenter,motorcycle,middleCenter
1275,190756,middleCenter,motorcycle,middleCenter
1276,551794,bottomCenter,motorcycle,bottomCenter
1277,142585,bottomCenter,motorcycle,bottomCenter
1278,206487,bottomRight,motorcycle,bottomRight
1279,553776,bottomCenter,motorcycle,bottomCenter
1280,226154,middleLeft,motorcycle,middleLeft
1281,140420,middleCenter,motorcycle,middleRight
1282,446651,bottomRight,motorcycle,bottomCenter
1283,571264,middleLeft,motorcycle,middleLeft
1284,256192,middleCenter,motorcycle,middleCenter
1285,270066,middleCenter,motorcycle,middleCenter
1286,276284,middleCenter,motorcycle,middleCenter
1287,13177,middleLeft,motorcycle,middleLeft
1288,513580,bottomLeft,motorcycle,bottomCenter
1289,48924,middleCenter,motorcycle,middleCenter
1290,343934,middleCenter,motorcycle,middleCenter
1291,308631,middleCenter,motorcycle,middleCenter
1292,7816,middleCenter,motorcycle,middleCenter
1293,499622,middleCenter,motorcycle,middleCenter
1294,363875,middleCenter,motorcycle,middleCenter
1295,456394,middleCenter,motorcycle,middleCenter
1296,226802,middleCenter,motorcycle,middleRight
1297,85376,bottomCenter,motorcycle,bottomCenter
1298,144300,middleCenter,motorcycle,middleCenter
1299,18737,middleCenter,motorcycle,bottomCenter
1300,149406,bottomCenter,motorcycle,bottomCenter
1301,578792,middleCenter,motorcycle,middleCenter
1302,102411,middleCenter,motorcycle,middleCenter
1303,498709,middleCenter,motorcycle,middleCenter
1304,433204,middleCenter,motorcycle,middleCenter
1305,462756,middleCenter,motorcycle,middleCenter
1306,230008,middleCenter,motorcycle,middleCenter
1307,321557,middleCenter,motorcycle,middleCenter
1308,224724,bottomRight,motorcycle,bottomLeft
1309,538364,middleRight,motorcycle,middleCenter
1310,323709,middleCenter,airplane,middleCenter
1311,96549,middleCenter,airplane,middleCenter
1312,134886,middleCenter,airplane,middleCenter
1313,469174,topCenter,airplane,topCenter
1314,442480,middleCenter,airplane,middleCenter
1315,567432,bottomCenter,airplane,bottomCenter
1316,517523,topCenter,airplane,middleCenter
1317,459467,middleCenter,airplane,middleCenter
1318,500049,middleCenter,airplane,middleCenter
1319,22396,topRight,airplane,topRight
1320,101787,middleCenter,airplane,middleCenter
1321,488270,middleCenter,airplane,middleCenter
1322,199977,middleLeft,airplane,middleCenter
1323,137950,topCenter,airplane,topCenter
1324,490413,middleCenter,airplane,middleCenter
1325,217060,bottomCenter,airplane,middleCenter
1326,208208,topRight,airplane,middleRight
1327,545407,middleCenter,airplane,middleCenter
1328,383621,middleCenter,airplane,middleCenter
1329,336309,middleLeft,airplane,middleLeft
1330,497568,middleCenter,airplane,middleCenter
1331,272136,middleCenter,airplane,topCenter
1332,84752,middleCenter,airplane,middleCenter
1333,196185,middleCenter,airplane,middleCenter
1334,575205,middleCenter,airplane,middleCenter
1335,456865,middleCenter,airplane,middleCenter
1336,424776,middleCenter,airplane,middleCenter
1337,404128,middleCenter,airplane,middleCenter
1338,381639,topCenter,airplane,topLeft
1339,187745,middleCenter,airplane,middleCenter
1340,189828,topRight,airplane,topRight
1341,110721,middleCenter,airplane,middleCenter
1342,338325,middleCenter,airplane,middleCenter
1343,404479,bottomCenter,airplane,bottomCenter
1344,208901,middleCenter,airplane,middleCenter
1345,110359,middleCenter,airplane,middleCenter
1346,513580,middleCenter,airplane,middleCenter
1347,90631,middleCenter,airplane,middleCenter
1348,553094,middleCenter,airplane,middleCenter
1349,396903,bottomCenter,airplane,bottomCenter
1350,229747,middleCenter,airplane,middleCenter
1351,139871,middleCenter,airplane,middleCenter
1352,502347,topCenter,airplane,topCenter
1353,452122,middleCenter,airplane,middleCenter
1354,190676,middleLeft,airplane,middleLeft
1355,388258,topRight,airplane,topLeft
1356,477441,middleCenter,airplane,middleCenter
1357,205401,middleCenter,airplane,middleCenter
1358,52017,middleCenter,airplane,middleCenter
1359,33114,middleCenter,airplane,middleCenter
1360,543528,middleCenter,airplane,middleCenter
1361,167540,middleCenter,airplane,middleCenter
1362,44652,middleLeft,airplane,middleLeft
1363,410221,topCenter,airplane,topCenter
1364,478862,middleCenter,airplane,middleCenter
1365,579158,middleCenter,airplane,middleCenter
1366,214205,bottomCenter,airplane,middleCenter
1367,379453,middleCenter,airplane,middleCenter
1368,144114,middleCenter,airplane,middleCenter
1369,463037,middleCenter,airplane,middleCenter
1370,98520,middleCenter,airplane,middleCenter
1371,315187,bottomRight,bus,bottomCenter
1372,55167,middleCenter,bus,middleCenter
1373,179265,middleCenter,bus,middleCenter
1374,455085,middleCenter,bus,middleCenter
1375,520009,bottomCenter,bus,bottomRight
1376,255749,middleCenter,bus,middleCenter
1377,443498,middleCenter,bus,middleCenter
1378,194832,middleCenter,bus,middleCenter
1379,106048,middleCenter,bus,middleCenter
1380,226154,middleCenter,bus,middleCenter
1381,454661,middleCenter,bus,middleCenter
1382,512564,bottomCenter,bus,bottomRight
1383,347544,middleCenter,bus,middleCenter
1384,196843,middleCenter,bus,middleCenter
1385,468124,middleCenter,bus,middleCenter
1386,42070,middleCenter,bus,middleCenter
1387,17627,middleLeft,bus,middleLeft
1388,142472,bottomRight,bus,bottomLeft
1389,206487,middleCenter,bus,middleCenter
1390,377723,middleRight,bus,middleRight
1391,516143,middleCenter,bus,middleCenter
1392,274272,bottomCenter,bus,middleCenter
1393,350023,bottomRight,bus,bottomCenter
1394,284725,middleCenter,bus,middleCenter
1395,338625,middleCenter,bus,middleCenter
1396,446206,bottomLeft,bus,bottomLeft
1397,460967,bottomCenter,bus,bottomCenter
1398,524850,middleRight,bus,middleRight
1399,147223,middleCenter,bus,middleCenter
1400,27768,middleCenter,bus,middleCenter
1401,394275,middleCenter,bus,middleCenter
1402,293324,bottomLeft,bus,bottomLeft
1403,423519,middleCenter,bus,middleCenter
1404,211674,middleCenter,bus,middleCenter
1405,253002,middleCenter,bus,middleCenter
1406,545219,middleCenter,bus,middleCenter
1407,26204,middleCenter,bus,middleCenter
1408,269632,middleCenter,bus,middleCenter
1409,278848,topCenter,bus,middleCenter
1410,142585,middleLeft,bus,middleCenter
1411,201934,middleLeft,bus,middleLeft
1412,128051,middleCenter,bus,middleCenter
1413,387387,middleCenter,bus,middleCenter
1414,333402,middleCenter,bus,middleCenter
1415,143931,middleCenter,bus,middleCenter
1416,306136,bottomCenter,bus,bottomCenter
1417,392722,middleRight,bus,middleRight
1418,568290,middleCenter,bus,middleCenter
1419,365655,middleCenter,bus,middleCenter
1420,550349,middleCenter,bus,middleCenter
1421,542856,middleCenter,bus,middleCenter
1422,5037,middleCenter,bus,middleCenter
1423,129135,middleCenter,train,middleCenter
1424,306893,middleCenter,train,middleCenter
1425,446206,middleCenter,train,middleCenter
1426,232538,middleCenter,train,middleCenter
1427,210502,middleCenter,train,middleCenter
1428,441553,middleLeft,train,middleLeft
1429,213816,middleCenter,train,middleCenter
1430,205401,middleCenter,boat,middleCenter
1431,543043,middleCenter,boat,middleCenter
1432,13177,middleRight,person,middleRight
1433,516143,middleRight,person,middleLeft
1434,366884,middleRight,person,bottomLeft
1435,553776,middleCenter,person,middleCenter
1436,88951,bottomCenter,person,middleLeft
1437,499622,middleCenter,person,middleCenter
1438,365655,middleRight,person,middleRight
1439,566436,middleCenter,person,topCenter
1440,284698,middleLeft,person,middleCenter
1441,363875,middleCenter,person,topCenter
1442,37751,middleCenter,person,middleCenter
1443,214720,middleCenter,person,middleCenter
1444,197870,middleRight,person,middleRight
1445,482917,bottomCenter,person,bottomCenter
1446,531036,middleRight,person,middleRight
1447,129756,middleCenter,person,middleCenter
1448,103548,middleRight,person,middleRight
1449,460967,bottomRight,person,bottomLeft
1450,459634,middleLeft,person,middleLeft
1451,578792,topCenter,person,middleCenter
1452,110721,bottomCenter,person,bottomCenter
1453,144114,middleCenter,person,middleCenter
1454,52017,middleCenter,person,middleCenter
1455,455085,middleCenter,person,middleRight
1456,102356,middleRight,person,middleRight
1457,183500,middleCenter,person,middleCenter
1458,165518,middleCenter,person,middleCenter
1459,198928,bottomCenter,person,bottomCenter
1460,180383,topCenter,person,topCenter
1461,334371,middleLeft,person,middleLeft
1462,571264,middleCenter,person,middleCenter
1463,551794,bottomCenter,person,bottomCenter
1464,491090,middleCenter,person,middleCenter
1465,459437,middleLeft,person,bottomLeft
1466,179265,middleCenter,car,middleRight
1467,102356,middleCenter,motorcycle,middleCenter
1468,485802,topCenter,airplane,middleCenter
1469,495054,middleCenter,airplane,middleCenter
1470,183500,middleCenter,airplane,middleCenter
1471,570539,middleCenter,bus,middleCenter
1472,513580,bottomLeft,person,bottomCenter
1473,432553,middleRight,person,middleCenter
1474,303908,topCenter,car,topCenter
1475,543043,middleCenter,bus,middleCenter
1476,307074,bottomRight,stop sign,middleCenter
1477,343496,topLeft,stop sign,topLeft
1478,245513,middleLeft,stop sign,middleLeft
1479,341058,middleCenter,umbrella,middleRight
1480,215723,topCenter,umbrella,topCenter
1481,338219,topLeft,chair,topRight
1482,77396,middleLeft,chair,middleLeft
1483,42102,topCenter,tie,topCenter
1484,550691,middleCenter,tie,middleRight
1485,480021,topLeft,tie,topRight
1486,202339,topLeft,tie,topLeft
1487,468925,middleCenter,sandwich,middleCenter
1488,366884,bottomCenter,bed,bottomCenter
1489,41872,bottomLeft,bed,bottomLeft
1490,463199,bottomCenter,cell phone,bottomCenter
1491,547336,bottomLeft,cell phone,middleRight
1492,214869,bottomCenter,cell phone,middleLeft
1493,302452,middleRight,cell phone,middleLeft
1494,295713,middleRight,cell phone,middleLeft
1495,76416,middleCenter,cell phone,middleLeft
1496,222118,middleCenter,cell phone,middleCenter
1497,144003,bottomLeft,refrigerator,middleLeft
1498,445846,middleRight,refrigerator,middleRight
1499,36494,middleRight,clock,middleLeft
1500,180383,bottomLeft,clock,bottomLeft
1501,98392,topCenter,clock,middleCenter
1502,476704,bottomRight,bicycle,bottomRight
1503,283037,middleLeft,car,middleLeft
1504,215723,middleCenter,car,middleCenter
1505,558558,middleRight,car,bottomCenter
1506,152120,middleCenter,motorcycle,middleCenter
1507,291791,middleCenter,motorcycle,middleCenter
1508,562448,middleCenter,bus,middleCenter
1509,303305,middleCenter,bus,middleCenter
1510,98392,bottomRight,bus,bottomRight
1511,372317,middleCenter,bus,middleCenter
1512,105912,middleCenter,bus,topCenter
1513,177893,middleCenter,bus,middleCenter
1514,76416,middleCenter,bus,middleCenter
1515,303818,topRight,bus,topRight
1516,436738,bottomCenter,bus,bottomCenter
1517,476704,middleCenter,bus,middleCenter
1518,243867,middleCenter,bus,middleCenter
1519,237984,middleLeft,chair,middleLeft
1520,288584,topLeft,dining table,topLeft
1521,532129,middleCenter,dining table,middleCenter
1522,462756,middleLeft,truck,middleLeft
1523,436738,bottomRight,truck,bottomCenter
1524,476704,middleLeft,truck,middleLeft
1525,442480,middleLeft,truck,middleLeft
1526,568290,middleRight,truck,middleRight
1527,179265,middleRight,truck,middleRight
1528,136715,middleRight,truck,middleLeft
1529,405205,middleRight,truck,middleRight
1530,339870,bottomLeft,truck,bottomLeft
1531,270066,topCenter,truck,topCenter
1532,453841,middleLeft,truck,middleLeft
1533,110282,middleRight,traffic light,middleRight
1534,283037,middleCenter,traffic light,topCenter
1535,542856,topRight,traffic light,middleLeft
1536,255917,middleCenter,traffic light,middleCenter
1537,571943,middleLeft,traffic light,middleLeft
1538,215723,topRight,traffic light,topCenter
1539,284762,middleCenter,traffic light,middleCenter
1540,351559,middleRight,traffic light,middleRight
1541,21839,middleCenter,traffic light,middleCenter
1542,190923,topRight,traffic light,topRight
1543,15272,topCenter,traffic light,topCenter
1544,88218,middleCenter,traffic light,middleCenter
1545,412894,middleRight,traffic light,middleRight
1546,17905,topCenter,traffic light,middleCenter
1547,69138,middleCenter,traffic light,middleCenter
1548,275749,bottomCenter,dining table,bottomCenter
1549,165713,middleCenter,fire hydrant,middleCenter
1550,377575,middleCenter,fire hydrant,middleCenter
1551,291664,middleCenter,fire hydrant,middleCenter
1552,193717,middleCenter,fire hydrant,middleCenter
1553,338560,middleCenter,fire hydrant,middleCenter
1554,109441,bottomRight,fire hydrant,bottomRight
1555,439623,middleCenter,fire hydrant,middleCenter
1556,293474,middleCenter,fire hydrant,bottomCenter
1557,224200,middleRight,fire hydrant,middleRight
1558,343496,middleCenter,fire hydrant,middleCenter
1559,537355,bottomCenter,fire hydrant,bottomCenter
1560,281179,topCenter,fire hydrant,topLeft
1561,384616,bottomCenter,fire hydrant,middleCenter
1562,15746,middleCenter,fire hydrant,middleCenter
1563,138550,middleCenter,fire hydrant,middleCenter
1564,372203,bottomCenter,fire hydrant,bottomCenter
1565,255718,middleCenter,fire hydrant,middleCenter
1566,150265,middleRight,fire hydrant,topCenter
1567,8899,bottomLeft,fire hydrant,bottomLeft
1568,189226,bottomCenter,fire hydrant,bottomCenter
1569,171050,bottomRight,fire hydrant,bottomCenter
1570,569030,middleCenter,fire hydrant,bottomCenter
1571,553511,bottomRight,fire hydrant,bottomLeft
1572,244019,middleCenter,fire hydrant,middleCenter
1573,372317,middleLeft,parking meter,middleLeft
1574,341921,middleCenter,person,middleCenter
1575,389812,middleCenter,person,middleCenter
1576,343496,bottomLeft,person,middleCenter
1577,449909,bottomLeft,person,bottomCenter
1578,459153,middleCenter,person,middleCenter
1579,395575,middleLeft,person,middleCenter
1580,222118,middleCenter,person,middleLeft
1581,327601,middleCenter,person,middleCenter
1582,386912,middleCenter,person,middleCenter
1583,575187,bottomLeft,person,bottomLeft
1584,162858,middleLeft,person,middleLeft
1585,193717,topRight,person,middleRight
1586,273132,middleCenter,person,middleCenter
1587,60347,middleCenter,person,middleCenter
1588,391375,middleCenter,person,middleCenter
1589,48153,middleCenter,person,middleCenter
1590,152120,middleCenter,person,middleCenter
1591,547336,middleCenter,person,middleCenter
1592,67180,middleCenter,person,middleCenter
1593,214869,middleCenter,person,middleLeft
1594,94326,middleCenter,bench,middleCenter
1595,94751,middleRight,bench,middleLeft
1596,341921,bottomCenter,bench,bottomCenter
1597,522713,middleRight,bench,middleRight
1598,282046,bottomLeft,bench,bottomLeft
1599,340451,middleCenter,bench,middleCenter
1600,129135,bottomCenter,bench,bottomCenter
1601,314541,bottomCenter,bench,bottomCenter
1602,542423,bottomRight,bench,bottomCenter
1603,391375,bottomCenter,bench,bottomCenter
1604,11511,bottomLeft,bench,middleRight
1605,537153,bottomRight,bench,bottomLeft
1606,67180,middleCenter,bench,middleCenter
1607,320554,middleCenter,bench,topCenter
1608,479099,middleCenter,bench,middleCenter
1609,273132,bottomCenter,bench,middleLeft
1610,209222,bottomRight,bench,middleLeft
1611,566436,middleCenter,bench,bottomCenter
1612,374052,bottomCenter,bench,bottomCenter
1613,388258,middleLeft,bench,bottomCenter
1614,372203,bottomCenter,bench,bottomCenter
1615,237984,middleCenter,bench,middleCenter
1616,162130,bottomCenter,bench,bottomLeft
1617,80666,middleCenter,bench,bottomCenter
1618,476704,middleRight,bench,bottomRight
1619,335529,bottomCenter,bench,bottomCenter
1620,271457,bottomCenter,bench,bottomCenter
1621,372819,topRight,bench,topRight
1622,221502,middleCenter,bench,middleCenter
1623,517069,bottomRight,bench,bottomCenter
1624,232538,bottomRight,bench,bottomRight
1625,279145,middleCenter,bench,middleCenter
1626,527960,bottomCenter,bench,bottomCenter
1627,395575,middleCenter,bench,middleCenter
1628,472030,bottomRight,bench,bottomRight
1629,186449,middleCenter,bench,middleRight
1630,60347,middleCenter,bench,bottomCenter
1631,437514,middleCenter,bench,bottomCenter
1632,459153,middleCenter,bench,middleCenter
1633,322829,middleCenter,bench,middleCenter
1634,531707,bottomCenter,bench,middleCenter
1635,446117,middleCenter,bench,middleCenter
1636,351589,middleCenter,bench,middleCenter
1637,88951,bottomLeft,bench,bottomLeft
1638,538364,middleLeft,bench,middleLeft
1639,281179,topRight,bench,middleLeft
1640,58393,bottomCenter,bench,bottomCenter
1641,310072,middleCenter,bench,middleCenter
1642,168619,middleLeft,bench,bottomLeft
1643,130826,bottomCenter,bench,bottomCenter
1644,506454,middleCenter,bench,middleCenter
1645,417043,bottomLeft,bench,bottomLeft
1646,197870,middleCenter,bench,middleCenter
1647,261161,middleLeft,bench,middleLeft
1648,48153,middleCenter,bench,middleCenter
1649,433243,middleCenter,zebra,middleCenter
1650,159977,middleCenter,zebra,middleLeft
1651,359781,middleCenter,giraffe,middleCenter
1652,216739,middleLeft,giraffe,middleLeft
1653,212895,middleCenter,giraffe,middleCenter
1654,498857,middleCenter,giraffe,middleCenter
1655,442661,middleCenter,giraffe,middleCenter
1656,245513,middleCenter,giraffe,middleCenter
1657,537053,middleCenter,giraffe,middleCenter
1658,433243,middleCenter,giraffe,middleCenter
1659,186637,middleCenter,giraffe,bottomCenter
1660,159977,middleRight,giraffe,middleLeft
1661,134689,middleCenter,giraffe,middleCenter
1662,486046,middleCenter,giraffe,middleCenter
1663,248810,middleCenter,giraffe,middleCenter
1664,471567,middleCenter,giraffe,middleCenter
1665,79188,middleCenter,giraffe,middleCenter
1666,282912,middleCenter,giraffe,middleCenter
1667,449909,middleRight,giraffe,middleRight
1668,289659,middleCenter,giraffe,middleCenter
1669,217614,bottomCenter,giraffe,bottomCenter
1670,104619,middleCenter,giraffe,middleCenter
1671,485895,middleRight,giraffe,middleRight
1672,234526,middleLeft,giraffe,middleLeft
1673,289393,middleLeft,giraffe,middleLeft
1674,575187,topRight,giraffe,topRight
1675,223130,middleCenter,giraffe,middleCenter
1676,445675,middleCenter,giraffe,middleCenter
1677,469652,middleCenter,giraffe,middleCenter
1678,55072,middleCenter,giraffe,middleCenter
1679,302452,middleCenter,giraffe,middleCenter
1680,235057,middleCenter,giraffe,middleCenter
1681,392933,middleCenter,giraffe,middleCenter
1682,459757,middleCenter,giraffe,middleCenter
1683,42628,topRight,snowboard,topRight
1684,374052,bottomCenter,cup,bottomRight
1685,571857,middleLeft,cup,middleCenter
1686,547336,bottomLeft,cup,middleRight
1687,532129,topRight,cup,topRight
1688,457078,bottomLeft,cup,middleLeft
1689,210032,middleLeft,fork,middleLeft
1690,214720,bottomCenter,knife,bottomCenter
1691,144003,bottomCenter,knife,bottomCenter
1692,210032,middleLeft,knife,middleLeft
1693,131138,bottomLeft,spoon,middleLeft
1694,248314,middleCenter,spoon,bottomCenter
1695,2149,middleCenter,bowl,middleCenter
1696,352618,middleCenter,bowl,middleCenter
1697,144003,middleRight,bowl,bottomCenter
1698,248314,bottomCenter,bowl,bottomCenter
1699,192871,bottomCenter,bowl,middleCenter
1700,482719,middleCenter,bowl,middleLeft
1701,50896,middleCenter,bowl,middleCenter
1702,348708,middleCenter,bowl,middleCenter
1703,213445,bottomCenter,bowl,middleCenter
1704,459437,bottomCenter,bowl,bottomLeft
1705,482719,middleCenter,banana,middleCenter
1706,63740,bottomCenter,banana,middleCenter
1707,466835,middleCenter,banana,middleCenter
1708,348708,middleLeft,banana,middleLeft
1709,290619,middleLeft,banana,middleLeft
1710,2149,middleCenter,apple,middleCenter
1711,213935,middleLeft,orange,middleLeft
1712,193926,topLeft,orange,middleLeft
1713,446117,middleCenter,orange,middleCenter
1714,352618,middleRight,orange,middleRight
1715,63740,middleCenter,orange,middleCenter
1716,532129,middleCenter,pizza,middleCenter
1717,537241,middleCenter,donut,middleCenter
1718,144003,bottomCenter,cake,middleCenter
1719,214720,bottomCenter,cake,bottomCenter
1720,138550,middleCenter,dining table,middleLeft
1721,332455,middleCenter,toilet,middleCenter
1722,408696,bottomCenter,toilet,bottomCenter
1723,38070,middleCenter,toilet,middleCenter
1724,5503,middleCenter,toilet,middleCenter
1725,360951,middleRight,laptop,middleRight
1726,229659,middleRight,laptop,middleRight
1727,131138,middleCenter,laptop,middleCenter
1728,226171,middleLeft,laptop,topCenter
1729,63740,topRight,laptop,middleLeft
1730,275749,bottomLeft,laptop,bottomRight
1731,190236,middleCenter,laptop,middleCenter
1732,248314,middleLeft,laptop,middleLeft
1733,459153,middleRight,laptop,middleCenter
1734,26564,middleRight,laptop,middleRight
1735,77396,middleLeft,laptop,middleCenter
1736,275749,bottomCenter,mouse,bottomCenter
1737,248314,bottomCenter,mouse,bottomCenter
1738,570782,middleRight,mouse,middleRight
1739,144003,middleRight,remote,middleLeft
1740,386912,bottomCenter,keyboard,bottomLeft
1741,26564,bottomCenter,keyboard,bottomCenter
1742,472678,bottomCenter,keyboard,bottomCenter
1743,363840,bottomRight,keyboard,bottomCenter
1744,488075,topCenter,microwave,topCenter
1745,239041,bottomLeft,sink,bottomLeft
1746,77396,bottomRight,book,bottomRight
1747,341921,bottomCenter,book,bottomCenter
1748,436738,bottomLeft,book,middleCenter
1749,575187,bottomLeft,book,middleCenter
1750,36494,middleCenter,vase,middleCenter
1751,327601,bottomLeft,vase,bottomLeft
1752,376365,middleRight,vase,middleRight
1753,249025,middleCenter,vase,middleCenter
1754,545594,middleLeft,backpack,middleLeft
1755,361103,bottomRight,backpack,middleRight
1756,425221,bottomLeft,backpack,bottomLeft
1757,303818,topCenter,backpack,middleLeft
1758,551794,middleCenter,backpack,middleCenter
1759,280710,bottomLeft,backpack,bottomLeft
1760,291791,middleRight,backpack,topCenter
1761,392722,middleCenter,backpack,middleRight
1762,569030,topLeft,backpack,middleLeft
1763,193926,middleRight,backpack,topRight
1764,88848,bottomRight,backpack,bottomRight
1765,377723,middleLeft,backpack,middleLeft
1766,341921,bottomRight,backpack,middleCenter
1767,193717,topRight,handbag,topRight
1768,363840,middleCenter,handbag,middleLeft
1769,190923,bottomRight,handbag,bottomRight
1770,547336,bottomRight,handbag,middleRight
1771,517069,bottomCenter,handbag,bottomCenter
1772,392722,bottomRight,handbag,bottomRight
1773,42102,bottomLeft,handbag,bottomLeft
1774,150265,bottomCenter,handbag,middleLeft
1775,42628,topRight,handbag,topLeft
1776,222118,bottomCenter,handbag,bottomCenter
1777,550349,middleLeft,handbag,middleLeft
1778,202339,middleLeft,handbag,middleRight
1779,538364,middleLeft,handbag,middleLeft
1780,227478,middleLeft,handbag,middleLeft
1781,542423,bottomCenter,handbag,bottomCenter
1782,343496,middleLeft,handbag,middleLeft
1783,295713,middleCenter,handbag,middleLeft
1784,202339,bottomRight,suitcase,bottomRight
1785,464824,topRight,car,topRight
1786,44590,middleRight,car,middleLeft
1787,343315,topRight,fire hydrant,topRight
1788,115946,bottomCenter,person,bottomLeft
1789,176606,middleLeft,person,middleLeft
1790,468124,middleLeft,person,middleCenter
1791,248810,topCenter,person,topCenter
1792,376365,middleRight,person,middleCenter
1793,506454,topRight,person,topCenter
1794,85376,middleLeft,person,bottomCenter
1795,243867,middleLeft,person,middleLeft
1796,8899,bottomLeft,bicycle,bottomLeft
1797,296649,bottomCenter,bicycle,bottomRight
1798,76416,middleLeft,bicycle,middleLeft
